PdfType: error
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00
1.30000E+00 1.50159E+00 1.75516E+00 2.07810E+00 2.49495E+00 3.04086E+00 3.76715E+00 4.50000E+00 4.75000E+00 6.23113E+00 8.37423E+00 1.15549E+01 1.64076E+01 2.40380E+01 3.64361E+01 5.73145E+01 9.38707E+01 1.60654E+02 2.88438E+02 5.45587E+02 1.09231E+03 2.32646E+03 5.30043E+03 1.29956E+04 3.45140E+04 1.00000E+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
0.00000E+00 0.00000E+00 3.92824E-01 9.82045E-01 9.82077E-01 9.82078E-01 9.82803E-01 3.92824E-01 0.00000E+00 0.00000E+00 1.68684E-02
0.00000E+00 4.11397E-02 4.29662E-01 1.01242E+00 1.01246E+00 1.01247E+00 1.01325E+00 4.29662E-01 4.11397E-02 0.00000E+00 1.40446E+00
0.00000E+00 1.16035E-01 5.00420E-01 1.07697E+00 1.07702E+00 1.07702E+00 1.07786E+00 5.00420E-01 1.16035E-01 0.00000E+00 3.76570E+00
0.00000E+00 2.30309E-01 6.10697E-01 1.18125E+00 1.18130E+00 1.18131E+00 1.18221E+00 6.10697E-01 2.30309E-01 0.00000E+00 7.34805E+00
0.00000E+00 3.90261E-01 7.66773E-01 1.33151E+00 1.33157E+00 1.33159E+00 1.33254E+00 7.66773E-01 3.90261E-01 0.00000E+00 1.24141E+01
0.00000E+00 6.05549E-01 9.78296E-01 1.53737E+00 1.53745E+00 1.53747E+00 1.53849E+00 9.78296E-01 6.05549E-01 0.00000E+00 1.93352E+01
0.00000E+00 8.83732E-01 1.25281E+00 1.80637E+00 1.80646E+00 1.80649E+00 1.80757E+00 1.25281E+00 8.83732E-01 0.00000E+00 2.84047E+01
0.00000E+00 1.14326E+00 1.50955E+00 2.05893E+00 2.05902E+00 2.05907E+00 2.06020E+00 1.50955E+00 1.14326E+00 0.00000E+00 3.69470E+01
8.16857E-02 1.22324E+00 1.58873E+00 2.13690E+00 2.13700E+00 2.13704E+00 2.13819E+00 1.58873E+00 1.22324E+00 8.16857E-02 3.97803E+01
5.46624E-01 1.68006E+00 2.04178E+00 2.58429E+00 2.58439E+00 2.58445E+00 2.58566E+00 2.04178E+00 1.68006E+00 5.46624E-01 5.44144E+01
1.12575E+00 2.25113E+00 2.60912E+00 3.14603E+00 3.14615E+00 3.14622E+00 3.14751E+00 2.60912E+00 2.25113E+00 1.12575E+00 7.24556E+01
1.82595E+00 2.94329E+00 3.29760E+00 3.82897E+00 3.82910E+00 3.82919E+00 3.83055E+00 3.29760E+00 2.94329E+00 1.82595E+00 9.44420E+01
2.66318E+00 3.77250E+00 4.12316E+00 4.64905E+00 4.64919E+00 4.64930E+00 4.65075E+00 4.12316E+00 3.77250E+00 2.66318E+00 1.20843E+02
3.65756E+00 4.75888E+00 5.10593E+00 5.62639E+00 5.62655E+00 5.62668E+00 5.62821E+00 5.10593E+00 4.75888E+00 3.65756E+00 1.52214E+02
4.82769E+00 5.92103E+00 6.26450E+00 6.77959E+00 6.77976E+00 6.77992E+00 6.78154E+00 6.26450E+00 5.92103E+00 4.82769E+00 1.89017E+02
6.19180E+00 7.27715E+00 7.61708E+00 8.12684E+00 8.12703E+00 8.12721E+00 8.12892E+00 7.61708E+00 7.27715E+00 6.19180E+00 2.31667E+02
7.77058E+00 8.84795E+00 9.18436E+00 9.68884E+00 9.68904E+00 9.68926E+00 9.69106E+00 9.18436E+00 8.84795E+00 7.77058E+00 2.80612E+02
9.58557E+00 1.06550E+01 1.09879E+01 1.14871E+01 1.14873E+01 1.14876E+01 1.14895E+01 1.09879E+01 1.06550E+01 9.58557E+00 3.36279E+02
1.16590E+01 1.27204E+01 1.30499E+01 1.35439E+01 1.35442E+01 1.35444E+01 1.35464E+01 1.30499E+01 1.27204E+01 1.16590E+01 3.99068E+02
1.40135E+01 1.50670E+01 1.53930E+01 1.58819E+01 1.58821E+01 1.58825E+01 1.58846E+01 1.53930E+01 1.50670E+01 1.40135E+01 4.69345E+02
1.66722E+01 1.77176E+01 1.80403E+01 1.85240E+01 1.85243E+01 1.85247E+01 1.85269E+01 1.80403E+01 1.77176E+01 1.66722E+01 5.47436E+02
1.96581E+01 2.06955E+01 2.10148E+01 2.14935E+01 2.14938E+01 2.14942E+01 2.14965E+01 2.10148E+01 2.06955E+01 1.96581E+01 6.33622E+02
2.29942E+01 2.40236E+01 2.43395E+01 2.48131E+01 2.48135E+01 2.48139E+01 2.48164E+01 2.43395E+01 2.40236E+01 2.29942E+01 7.28133E+02
2.67029E+01 2.77243E+01 2.80369E+01 2.85055E+01 2.85059E+01 2.85064E+01 2.85090E+01 2.80369E+01 2.77243E+01 2.67029E+01 8.31144E+02
3.08138E+01 3.18271E+01 3.21364E+01 3.26001E+01 3.26005E+01 3.26011E+01 3.26038E+01 3.21364E+01 3.18271E+01 3.08138E+01 9.42927E+02
3.53443E+01 3.63496E+01 3.66556E+01 3.71144E+01 3.71148E+01 3.71155E+01 3.71183E+01 3.66556E+01 3.63496E+01 3.53443E+01 1.06345E+03
0.00000E+00 0.00000E+00 3.89721E-01 9.74285E-01 9.74319E-01 9.74321E-01 9.75087E-01 3.89721E-01 0.00000E+00 0.00000E+00 1.78124E-02
0.00000E+00 4.13436E-02 4.26790E-01 1.00494E+00 1.00498E+00 1.00499E+00 1.00581E+00 4.26790E-01 4.13436E-02 0.00000E+00 1.40744E+00
0.00000E+00 1.16222E-01 4.97559E-01 1.06954E+00 1.06959E+00 1.06960E+00 1.07048E+00 4.97559E-01 1.16222E-01 0.00000E+00 3.76501E+00
0.00000E+00 2.30164E-01 6.07530E-01 1.17354E+00 1.17360E+00 1.17362E+00 1.17456E+00 6.07530E-01 2.30164E-01 0.00000E+00 7.33410E+00
0.00000E+00 3.89364E-01 7.62879E-01 1.32311E+00 1.32318E+00 1.32320E+00 1.32421E+00 7.62879E-01 3.89364E-01 0.00000E+00 1.23730E+01
0.00000E+00 6.03333E-01 9.73109E-01 1.52773E+00 1.52780E+00 1.52784E+00 1.52891E+00 9.73109E-01 6.03333E-01 0.00000E+00 1.92472E+01
0.00000E+00 8.79499E-01 1.24563E+00 1.79477E+00 1.79486E+00 1.79490E+00 1.79603E+00 1.24563E+00 8.79499E-01 0.00000E+00 2.82446E+01
0.00000E+00 1.13695E+00 1.50031E+00 2.04529E+00 2.04539E+00 2.04544E+00 2.04663E+00 1.50031E+00 1.13695E+00 0.00000E+00 3.67119E+01
8.09961E-02 1.21623E+00 1.57880E+00 2.12258E+00 2.12268E+00 2.12274E+00 2.12394E+00 1.57880E+00 1.21623E+00 8.09961E-02 3.95185E+01
5.41823E-01 1.66894E+00 2.02776E+00 2.56591E+00 2.56602E+00 2.56609E+00 2.56737E+00 2.02776E+00 1.66894E+00 5.41823E-01 5.40079E+01
1.11539E+00 2.23443E+00 2.58955E+00 3.12214E+00 3.12227E+00 3.12235E+00 3.12370E+00 2.58955E+00 2.23443E+00 1.11539E+00 7.18557E+01
1.80837E+00 2.91937E+00 3.27082E+00 3.79791E+00 3.79805E+00 3.79816E+00 3.79959E+00 3.27082E+00 2.91937E+00 1.80837E+00 9.35900E+01
2.63642E+00 3.73940E+00 4.08723E+00 4.60888E+00 4.60903E+00 4.60916E+00 4.61067E+00 4.08723E+00 3.73940E+00 2.63642E+00 1.19671E+02
3.61931E+00 4.71428E+00 5.05853E+00 5.57478E+00 5.57495E+00 5.57511E+00 5.57671E+00 5.05853E+00 4.71428E+00 3.61931E+00 1.50640E+02
4.77528E+00 5.86225E+00 6.20294E+00 6.71386E+00 6.71405E+00 6.71423E+00 6.71592E+00 6.20294E+00 5.86225E+00 4.77528E+00 1.86952E+02
6.12216E+00 7.20114E+00 7.53831E+00 8.04394E+00 8.04414E+00 8.04435E+00 8.04613E+00 7.53831E+00 7.20114E+00 6.12216E+00 2.29009E+02
7.68024E+00 8.75123E+00 9.08491E+00 9.58529E+00 9.58551E+00 9.58575E+00 9.58763E+00 9.08491E+00 8.75123E+00 7.68024E+00 2.77247E+02
9.47061E+00 1.05336E+01 1.08638E+01 1.13590E+01 1.13592E+01 1.13595E+01 1.13615E+01 1.08638E+01 1.05336E+01 9.47061E+00 3.32085E+02
1.15150E+01 1.25700E+01 1.28968E+01 1.33868E+01 1.33871E+01 1.33874E+01 1.33895E+01 1.28968E+01 1.25700E+01 1.15150E+01 3.93909E+02
1.38356E+01 1.48826E+01 1.52060E+01 1.56909E+01 1.56912E+01 1.56915E+01 1.56937E+01 1.52060E+01 1.48826E+01 1.38356E+01 4.63075E+02
1.64549E+01 1.74939E+01 1.78139E+01 1.82937E+01 1.82940E+01 1.82944E+01 1.82967E+01 1.78139E+01 1.74939E+01 1.64549E+01 5.39899E+02
1.93954E+01 2.04264E+01 2.07430E+01 2.12178E+01 2.12181E+01 2.12186E+01 2.12210E+01 2.07430E+01 2.04264E+01 1.93954E+01 6.24652E+02
2.26795E+01 2.37025E+01 2.40158E+01 2.44856E+01 2.44859E+01 2.44865E+01 2.44890E+01 2.40158E+01 2.37025E+01 2.26795E+01 7.17555E+02
2.63293E+01 2.73442E+01 2.76542E+01 2.81190E+01 2.81194E+01 2.81200E+01 2.81226E+01 2.76542E+01 2.73442E+01 2.63293E+01 8.18775E+02
3.03733E+01 3.13801E+01 3.16869E+01 3.21468E+01 3.21472E+01 3.21478E+01 3.21506E+01 3.16869E+01 3.13801E+01 3.03733E+01 9.28573E+02
3.48286E+01 3.58274E+01 3.61309E+01 3.65859E+01 3.65863E+01 3.65871E+01 3.65900E+01 3.61309E+01 3.58274E+01 3.48286E+01 1.04691E+03
0.00000E+00 0.00000E+00 3.85819E-01 9.64528E-01 9.64568E-01 9.64571E-01 9.65387E-01 3.85819E-01 0.00000E+00 0.00000E+00 1.90100E-02
0.00000E+00 4.16009E-02 4.23182E-01 9.95527E-01 9.95575E-01 9.95583E-01 9.96461E-01 4.23182E-01 4.16009E-02 0.00000E+00 1.41122E+00
0.00000E+00 1.16458E-01 4.93963E-01 1.06019E+00 1.06024E+00 1.06026E+00 1.06120E+00 4.93963E-01 1.16458E-01 0.00000E+00 3.76415E+00
0.00000E+00 2.29981E-01 6.03548E-01 1.16386E+00 1.16393E+00 1.16395E+00 1.16495E+00 6.03548E-01 2.29981E-01 0.00000E+00 7.31654E+00
0.00000E+00 3.88233E-01 7.57981E-01 1.31256E+00 1.31264E+00 1.31267E+00 1.31374E+00 7.57981E-01 3.88233E-01 0.00000E+00 1.23213E+01
0.00000E+00 6.00542E-01 9.66582E-01 1.51559E+00 1.51568E+00 1.51572E+00 1.51685E+00 9.66582E-01 6.00542E-01 0.00000E+00 1.91364E+01
0.00000E+00 8.74168E-01 1.23659E+00 1.78017E+00 1.78026E+00 1.78032E+00 1.78152E+00 1.23659E+00 8.74168E-01 0.00000E+00 2.80431E+01
0.00000E+00 1.12900E+00 1.48868E+00 2.02813E+00 2.02823E+00 2.02830E+00 2.02956E+00 1.48868E+00 1.12900E+00 0.00000E+00 3.64161E+01
8.01285E-02 1.20741E+00 1.56630E+00 2.10457E+00 2.10468E+00 2.10474E+00 2.10602E+00 1.56630E+00 1.20741E+00 8.01285E-02 3.91890E+01
5.35783E-01 1.65494E+00 2.01011E+00 2.54279E+00 2.54291E+00 2.54300E+00 2.54435E+00 2.01011E+00 1.65494E+00 5.35783E-01 5.34964E+01
1.10235E+00 2.21343E+00 2.56493E+00 3.09209E+00 3.09223E+00 3.09233E+00 3.09376E+00 2.56493E+00 2.21343E+00 1.10235E+00 7.11011E+01
1.78626E+00 2.88927E+00 3.23714E+00 3.75885E+00 3.75901E+00 3.75913E+00 3.76065E+00 3.23714E+00 2.88927E+00 1.78626E+00 9.25185E+01
2.60278E+00 3.69777E+00 4.04205E+00 4.55836E+00 4.55852E+00 4.55867E+00 4.56028E+00 4.04205E+00 3.69777E+00 2.60278E+00 1.18196E+02
3.57124E+00 4.65820E+00 4.99892E+00 5.50989E+00 5.51007E+00 5.51025E+00 5.51194E+00 4.99892E+00 4.65820E+00 3.57124E+00 1.48662E+02
4.70940E+00 5.78836E+00 6.12556E+00 6.63123E+00 6.63143E+00 6.63164E+00 6.63342E+00 6.12556E+00 5.78836E+00 4.70940E+00 1.84356E+02
6.03465E+00 7.10560E+00 7.43931E+00 7.93973E+00 7.93995E+00 7.94019E+00 7.94207E+00 7.43931E+00 7.10560E+00 6.03465E+00 2.25668E+02
7.56673E+00 8.62968E+00 8.95993E+00 9.45515E+00 9.45538E+00 9.45566E+00 9.45765E+00 8.95993E+00 8.62968E+00 7.56673E+00 2.73020E+02
9.32617E+00 1.03811E+01 1.07079E+01 1.11980E+01 1.11982E+01 1.11986E+01 1.12007E+01 1.07079E+01 1.03811E+01 9.32617E+00 3.26815E+02
1.13341E+01 1.23810E+01 1.27045E+01 1.31894E+01 1.31897E+01 1.31900E+01 1.31922E+01 1.27045E+01 1.23810E+01 1.13341E+01 3.87428E+02
1.36121E+01 1.46510E+01 1.49710E+01 1.54509E+01 1.54512E+01 1.54516E+01 1.54539E+01 1.49710E+01 1.46510E+01 1.36121E+01 4.55200E+02
1.61819E+01 1.72128E+01 1.75295E+01 1.80044E+01 1.80047E+01 1.80051E+01 1.80076E+01 1.75295E+01 1.72128E+01 1.61819E+01 5.30434E+02
1.90655E+01 2.00884E+01 2.04017E+01 2.08716E+01 2.08719E+01 2.08724E+01 2.08750E+01 2.04017E+01 2.00884E+01 1.90655E+01 6.13389E+02
2.22845E+01 2.32993E+01 2.36094E+01 2.40743E+01 2.40746E+01 2.40752E+01 2.40779E+01 2.36094E+01 2.32993E+01 2.22845E+01 7.04275E+02
2.58601E+01 2.68669E+01 2.71737E+01 2.76337E+01 2.76341E+01 2.76347E+01 2.76375E+01 2.71737E+01 2.68669E+01 2.58601E+01 8.03247E+02
2.98202E+01 3.08189E+01 3.11225E+01 3.15776E+01 3.15780E+01 3.15787E+01 3.15817E+01 3.11225E+01 3.08189E+01 2.98202E+01 9.10555E+02
3.41812E+01 3.51718E+01 3.54722E+01 3.59224E+01 3.59229E+01 3.59237E+01 3.59267E+01 3.54722E+01 3.51718E+01 3.41812E+01 1.02615E+03
0.00000E+00 0.00000E+00 3.80942E-01 9.52332E-01 9.52377E-01 9.52383E-01 9.53263E-01 3.80942E-01 0.00000E+00 0.00000E+00 2.05250E-02
0.00000E+00 4.19238E-02 4.18672E-01 9.83765E-01 9.83819E-01 9.83830E-01 9.84776E-01 4.18672E-01 4.19238E-02 0.00000E+00 1.41600E+00
0.00000E+00 1.16754E-01 4.89469E-01 1.04850E+00 1.04857E+00 1.04859E+00 1.04960E+00 4.89469E-01 1.16754E-01 0.00000E+00 3.76312E+00
0.00000E+00 2.29752E-01 5.98569E-01 1.15175E+00 1.15183E+00 1.15185E+00 1.15294E+00 5.98569E-01 2.29752E-01 0.00000E+00 7.29455E+00
0.00000E+00 3.86814E-01 7.51853E-01 1.29936E+00 1.29945E+00 1.29949E+00 1.30064E+00 7.51853E-01 3.86814E-01 0.00000E+00 1.22564E+01
0.00000E+00 5.97043E-01 9.58412E-01 1.50041E+00 1.50050E+00 1.50056E+00 1.50178E+00 9.58412E-01 5.97043E-01 0.00000E+00 1.89976E+01
0.00000E+00 8.67488E-01 1.22528E+00 1.76190E+00 1.76201E+00 1.76207E+00 1.76337E+00 1.22528E+00 8.67488E-01 0.00000E+00 2.77906E+01
0.00000E+00 1.11904E+00 1.47411E+00 2.00665E+00 2.00677E+00 2.00685E+00 2.00820E+00 1.47411E+00 1.11904E+00 0.00000E+00 3.60456E+01
7.90429E-02 1.19636E+00 1.55066E+00 2.08202E+00 2.08215E+00 2.08223E+00 2.08360E+00 1.55066E+00 1.19636E+00 7.90429E-02 3.87765E+01
5.28227E-01 1.63741E+00 1.98802E+00 2.51386E+00 2.51400E+00 2.51410E+00 2.51555E+00 1.98802E+00 1.63741E+00 5.28227E-01 5.28563E+01
1.08605E+00 2.18713E+00 2.53412E+00 3.05450E+00 3.05465E+00 3.05477E+00 3.05631E+00 2.53412E+00 2.18713E+00 1.08605E+00 7.01569E+01
1.75860E+00 2.85162E+00 3.19501E+00 3.70999E+00 3.71016E+00 3.71031E+00 3.71193E+00 3.19501E+00 2.85162E+00 1.75860E+00 9.11784E+01
2.56072E+00 3.64569E+00 3.98553E+00 4.49517E+00 4.49536E+00 4.49553E+00 4.49725E+00 3.98553E+00 3.64569E+00 2.56072E+00 1.16353E+02
3.51114E+00 4.58807E+00 4.92439E+00 5.42875E+00 5.42895E+00 5.42916E+00 5.43096E+00 4.92439E+00 4.58807E+00 3.51114E+00 1.46190E+02
4.62706E+00 5.69597E+00 6.02880E+00 6.52792E+00 6.52814E+00 6.52838E+00 6.53029E+00 6.02880E+00 5.69597E+00 4.62706E+00 1.81112E+02
5.92528E+00 6.98617E+00 7.31555E+00 7.80948E+00 7.80972E+00 7.81000E+00 7.81201E+00 7.31555E+00 6.98617E+00 5.92528E+00 2.21493E+02
7.42490E+00 8.47777E+00 8.80373E+00 9.29251E+00 9.29277E+00 9.29309E+00 9.29521E+00 8.80373E+00 8.47777E+00 7.42490E+00 2.67738E+02
9.14573E+00 1.01906E+01 1.05132E+01 1.09968E+01 1.09971E+01 1.09975E+01 1.09997E+01 1.05132E+01 1.01906E+01 9.14573E+00 3.20233E+02
1.11082E+01 1.21450E+01 1.24642E+01 1.29428E+01 1.29431E+01 1.29435E+01 1.29459E+01 1.24642E+01 1.21450E+01 1.11082E+01 3.79335E+02
1.33329E+01 1.43617E+01 1.46776E+01 1.51512E+01 1.51515E+01 1.51520E+01 1.51545E+01 1.46776E+01 1.43617E+01 1.33329E+01 4.45368E+02
1.58411E+01 1.68619E+01 1.71744E+01 1.76430E+01 1.76434E+01 1.76439E+01 1.76465E+01 1.71744E+01 1.68619E+01 1.58411E+01 5.18619E+02
1.86536E+01 1.96663E+01 1.99756E+01 2.04393E+01 2.04396E+01 2.04402E+01 2.04429E+01 1.99756E+01 1.96663E+01 1.86536E+01 5.99331E+02
2.17913E+01 2.27960E+01 2.31020E+01 2.35608E+01 2.35612E+01 2.35618E+01 2.35647E+01 2.31020E+01 2.27960E+01 2.17913E+01 6.87701E+02
2.52745E+01 2.62711E+01 2.65739E+01 2.70278E+01 2.70283E+01 2.70290E+01 2.70320E+01 2.65739E+01 2.62711E+01 2.52745E+01 7.83872E+02
2.91300E+01 3.01185E+01 3.04181E+01 3.08672E+01 3.08677E+01 3.08685E+01 3.08716E+01 3.04181E+01 3.01185E+01 2.91300E+01 8.88076E+02
3.33733E+01 3.43537E+01 3.46501E+01 3.50944E+01 3.50949E+01 3.50958E+01 3.50991E+01 3.46501E+01 3.43537E+01 3.33733E+01 1.00026E+03
0.00000E+00 0.00000E+00 3.74890E-01 9.37198E-01 9.37251E-01 9.37258E-01 9.38219E-01 3.74890E-01 0.00000E+00 0.00000E+00 2.24348E-02
