   10    4  0.0333   2.500  -3.3678e-02   4.1643e-02   1.2845e-02   5.4330e-03
   10    5  0.0475   2.500   1.6670e-02   4.1141e-02   1.6613e-02   1.2316e-02
   10    6  0.0647   2.500  -3.9385e-02   3.8527e-02   1.1993e-02   5.5819e-03
   10    7  0.0870   2.500  -7.8905e-02   3.9986e-02   1.5936e-02   5.0525e-03
   10    8  0.1180   2.500  -1.5523e-01   3.7722e-02   2.7118e-02   1.8844e-02
   10    9  0.1659   2.500  -2.9634e-02   4.3136e-02   2.1940e-02   2.9479e-03
   10   10  0.2395   2.500  -1.5360e-01   4.8444e-02   2.4216e-02   4.4900e-04
   10   11  0.3392   2.500  -6.2826e-02   4.4616e-02   3.8179e-02   3.7335e-03
   10   12  0.4468   2.500  -1.1576e-01   5.7995e-02   3.4923e-02   8.0330e-03
