x                 A1n 
0.00992730646174  -0.0168893827855
0.0144445722964  -0.0221233981319
0.0209384567443  -0.0283096021197
0.0296914778064  -0.0349725048646
0.0378800225298  -0.0402082663603
0.0463509733215  -0.0454441621752
0.0548223718438  -0.0487775611757
0.0635761764345  -0.0521110944953
0.0745892295721  -0.0554457023684
0.0847551764372  -0.0583042830804
0.0957686773053  -0.059736394139
0.10480555956  -0.0602163165563
0.113559923814  -0.0611717288579
0.123444136207  -0.0611764300291
0.13248135426  -0.0602294798356
0.146601881543  -0.0592849473872
0.161004814895  -0.058340549258
0.170889363085  -0.0569183778184
0.181338835345  -0.0550208508135
0.191506237335  -0.0516963168786
0.204497476143  -0.0493243745428
0.212405181855  -0.0479012628689
0.222290177776  -0.0445765946149
0.232739650036  -0.04267906761
0.243472088027  -0.0384035539063
0.243472088027  -0.0384035539063
0.243472088027  -0.0384035539063
0.255898738564  -0.0350800945249
0.265501328417  -0.0317552919517
0.27679835468  -0.0284312952935
0.28866064081  -0.0232050704594
0.30136992128  -0.0189304969899
0.311537435202  -0.0151303388515
0.322552167329  -0.0113305836705
0.329895508635  -0.00800470654394
0.338085844281  -0.00563048078206
0.344864485383  -0.0018287108135
0.351925308688  0.00102167642869
0.360398274267  0.00434701627859
0.368588945711  0.00814811465127
0.377626611494  0.0109975616592
0.390618857696  0.0176501218275
0.403328250099  0.0224003195005
0.413496099819  0.0276273502498
0.424228649743  0.0323784881571
0.432136691253  0.0352284724417
0.442304317108  0.0395042547838
0.452754684829  0.0452067754174
0.462922310684  0.0494825577595
0.47337245454  0.054233829986
0.489188873358  0.0613606711661
0.501333677489  0.0670623858847
0.512631151482  0.0722888793572
0.523646219408  0.0775155071489
0.534096475196  0.082742403579
0.547370903601  0.0884435810209
0.55640879325  0.092244276436
0.565164500695  0.0969963545776
0.58324016806  0.104122121204
0.602163613293  0.113625605891
0.617133037771  0.121704098436
0.628712917833  0.12693045759
0.641987458171  0.133107259235
0.655261886576  0.138808436677
0.666277402231  0.145937561283
0.679834348637  0.152114228609
0.693956442977  0.159717499908
0.708925419725  0.165893495639
0.721352965723  0.173021948649
0.738581638748  0.18109936664
0.753551063226  0.189177859185
0.765413797087  0.196306580834
0.780100703564  0.203909583494
0.793940503769  0.211988613316
0.804673165625  0.217215375427
0.814841239211  0.223393654583
0.829245851552  0.231472415766
0.841391215347  0.239552251503
0.852971543139  0.246681107471
0.866528937276  0.254760271611
0.878674077205  0.261888858941
0.889124892657  0.269493876389
0.900422702448  0.276147242472
0.907484309282  0.282326999139
0.91849993687  0.289931747949
0.930645412597  0.298487207889
0.939401343908  0.304190534438
0.946462950742  0.310370291105
0.954371663847  0.316074020612
0.965104885368  0.323678903741
0.972166268336  0.328907412001
0.976685772823  0.333185880726
