x Q2 A1p stat syst
0.074	0.0	0.175   0.0072	0.0
0.124	0.0	0.236   0.0116	0.0
0.174   0.0	0.298   0.0157	0.0
0.224   0.0	0.355   0.0195	0.0
0.274   0.0	0.407   0.0230	0.0
0.324   0.0	0.457   0.0262	0.0
0.374   0.0	0.503   0.0291	0.0
0.424   0.0	0.548   0.0317	0.0
0.474   0.0	0.590   0.0340	0.0
0.524   0.0	0.630   0.0361	0.0
0.574   0.0	0.669   0.0378	0.0
0.624   0.0	0.705   0.0395	0.0
0.674   0.0	0.740   0.0407	0.0
0.724   0.0	0.774   0.0431	0.0
0.774   0.0	0.806   0.0550	0.0
