    .100000E-02    .101977E-01   -.151530E-01
    .100700E-02    .102728E-01   -.152472E-01
    .101400E-02    .103482E-01   -.153433E-01
    .102100E-02    .104238E-01   -.154381E-01
    .102800E-02    .104996E-01   -.155347E-01
    .103500E-02    .105756E-01   -.156317E-01
    .104200E-02    .106519E-01   -.157289E-01
    .105000E-02    .107300E-01   -.158265E-01
    .105700E-02    .108083E-01   -.159259E-01
    .106400E-02    .108869E-01   -.160240E-01
    .107200E-02    .109657E-01   -.161241E-01
    .107900E-02    .110464E-01   -.162261E-01
    .108600E-02    .111257E-01   -.163267E-01
    .109400E-02    .112068E-01   -.164276E-01
    .110200E-02    .112882E-01   -.165305E-01
    .110900E-02    .113698E-01   -.166337E-01
    .111700E-02    .114533E-01   -.167372E-01
    .112500E-02    .115355E-01   -.168427E-01
    .113200E-02    .116195E-01   -.169468E-01
    .114000E-02    .117037E-01   -.170529E-01
    .114800E-02    .117882E-01   -.171593E-01
    .115600E-02    .118746E-01   -.172660E-01
    .116400E-02    .119596E-01   -.173730E-01
    .117200E-02    .120465E-01   -.174820E-01
    .118000E-02    .121337E-01   -.175914E-01
    .118900E-02    .122211E-01   -.177010E-01
    .119700E-02    .123104E-01   -.178110E-01
    .120500E-02    .124000E-01   -.179230E-01
    .121300E-02    .124882E-01   -.180336E-01
    .122200E-02    .125800E-01   -.181463E-01
    .123000E-02    .126704E-01   -.182593E-01
    .123900E-02    .127611E-01   -.183743E-01
    .124700E-02    .128537E-01   -.184879E-01
    .125600E-02    .129465E-01   -.186036E-01
    .126500E-02    .130397E-01   -.187196E-01
    .127400E-02    .131348E-01   -.188376E-01
    .128200E-02    .132285E-01   -.189544E-01
    .129100E-02    .133241E-01   -.190731E-01
    .130000E-02    .134200E-01   -.191922E-01
    .130900E-02    .135179E-01   -.193116E-01
    .131800E-02    .136144E-01   -.194314E-01
    .132700E-02    .137129E-01   -.195533E-01
    .133700E-02    .138117E-01   -.196755E-01
    .134600E-02    .139107E-01   -.197981E-01
    .135500E-02    .140100E-01   -.199210E-01
    .136500E-02    .141114E-01   -.200460E-01
    .137400E-02    .142130E-01   -.201714E-01
    .138400E-02    .143149E-01   -.202972E-01
    .139300E-02    .144171E-01   -.204233E-01
    .140300E-02    .145214E-01   -.205515E-01
    .141300E-02    .146259E-01   -.206784E-01
    .142200E-02    .147307E-01   -.208073E-01
    .143200E-02    .148359E-01   -.209384E-01
    .144200E-02    .149430E-01   -.210681E-01
    .145200E-02    .150505E-01   -.211999E-01
    .146200E-02    .151583E-01   -.213321E-01
    .147200E-02    .152664E-01   -.214647E-01
    .148300E-02    .153765E-01   -.215995E-01
    .149300E-02    .154852E-01   -.217329E-01
    .150300E-02    .155960E-01   -.218684E-01
    .151400E-02    .157088E-01   -.220061E-01
    .152400E-02    .158202E-01   -.221423E-01
    .153500E-02    .159337E-01   -.222808E-01
    .154500E-02    .160474E-01   -.224197E-01
    .155600E-02    .161616E-01   -.225589E-01
